EntryID_S1,SessionID,Session_Order,ProjectID,Project,Is_Sequel,Archetype,Production_Date,Language,Vendor,Number_of_Actors,LS_Words_Total,SS_Words_Total,HTR_Words_Total,STR_Words_Total,NoTR_Words_Total,Estimated_Hours,Currency,Standard_Rate_per_Hour,Cost_Forecast_S1,Cost_Actuals_S1,Exchange_Rate,Billing_Forecast_S1,Billing_Actuals_S1
S1E00129,S02_LostRealm_German,2,P021,LostRealm,False,mid,2024-08-09,German,EuroVox,42,0,987,2633,5926,23378,61,EUR,392.0,26303.2,28399.91,1.12,32405.54,34988.69
S1E00134,S02_LostRealm_Polish,2,P021,LostRealm,False,mid,2024-08-09,Polish,EuroVox,36,0,987,2633,5926,23378,54,EUR,196.0,11642.4,12646.78,1.12,14343.44,15580.83
S1E00131,S02_LostRealm_Spanish,2,P021,LostRealm,False,mid,2024-08-09,Spanish,EuroVox,39,0,987,2633,5926,23378,56,EUR,333.2,20525.12,23941.01,1.12,25286.95,29495.32
S1E00138,S03_LostRealm_Chinese,3,P021,LostRealm,False,mid,2024-09-13,Chinese,PacificAudio,28,0,0,1588,4764,25414,61,EUR,302.4,20291.04,17774.64,1.12,24998.56,21898.36
S1E00139,S03_LostRealm_English,3,P021,LostRealm,False,mid,2024-09-13,English,EuroVox,28,0,0,1588,4764,25414,46,EUR,431.2,21818.72,25689.33,1.12,26880.66,31649.25
S1E00136,S03_LostRealm_French,3,P021,LostRealm,False,mid,2024-09-13,French,EuroVox,28,0,0,1588,4764,25414,47,EUR,411.6,21279.72,20740.87,1.12,26216.62,25552.75
S1E00135,S03_LostRealm_German,3,P021,LostRealm,False,mid,2024-09-13,German,EuroVox,28,0,0,1588,4764,25414,46,EUR,392.0,19835.2,23441.43,1.12,24436.97,28879.84
S1E00140,S03_LostRealm_Polish,3,P021,LostRealm,False,mid,2024-09-13,Polish,EuroVox,28,0,0,1588,4764,25414,46,EUR,196.0,9917.6,12503.63,1.12,12218.48,15404.47
S1E00137,S03_LostRealm_Spanish,3,P021,LostRealm,False,mid,2024-09-13,Spanish,EuroVox,28,0,0,1588,4764,25414,47,EUR,333.2,17226.44,21810.39,1.12,21222.97,26870.4
S1E00144,S04_LostRealm_Chinese,4,P021,LostRealm,False,mid,2024-09-24,Chinese,PacificAudio,25,2321,2031,3481,5222,15961,71,EUR,302.4,23617.44,22163.03,1.12,29096.69,27304.85
S1E00145,S04_LostRealm_English,4,P021,LostRealm,False,mid,2024-09-24,English,EuroVox,25,2321,2031,3481,5222,15961,62,EUR,431.2,29407.84,30617.16,1.12,36230.46,37720.34
S1E00142,S04_LostRealm_French,4,P021,LostRealm,False,mid,2024-09-24,French,EuroVox,25,2321,2031,3481,5222,15961,62,EUR,411.6,28071.12,29196.06,1.12,34583.62,35969.55
S1E00141,S04_LostRealm_German,4,P021,LostRealm,False,mid,2024-09-24,German,EuroVox,25,2321,2031,3481,5222,15961,64,EUR,392.0,27596.8,36228.56,1.12,33999.26,44633.59
S1E00146,S04_LostRealm_Polish,4,P021,LostRealm,False,mid,2024-09-24,Polish,EuroVox,25,2321,2031,3481,5222,15961,64,EUR,196.0,13798.4,16473.12,1.12,16999.63,20294.88
S1E00143,S04_LostRealm_Spanish,4,P021,LostRealm,False,mid,2024-09-24,Spanish,EuroVox,25,2321,2031,3481,5222,15961,60,EUR,333.2,21991.2,28105.03,1.12,27093.16,34625.4
S1E00150,S05_LostRealm_Chinese,5,P021,LostRealm,False,mid,2024-10-05,Chinese,PacificAudio,30,0,587,1566,3524,13905,62,EUR,302.4,20623.68,20922.81,1.12,25408.37,25776.9
S1E00151,S05_LostRealm_English,5,P021,LostRealm,False,mid,2024-10-05,English,EuroVox,30,0,587,1566,3524,13905,36,EUR,431.2,17075.52,16702.35,1.12,21037.04,20577.3
S1E00148,S05_LostRealm_French,5,P021,LostRealm,False,mid,2024-10-05,French,EuroVox,30,0,587,1566,3524,13905,40,EUR,411.6,18110.4,16959.38,1.12,22312.01,20893.96
S1E00147,S05_LostRealm_German,5,P021,LostRealm,False,mid,2024-10-05,German,EuroVox,30,0,587,1566,3524,13905,37,EUR,392.0,15954.4,19681.59,1.12,19655.82,24247.72
S1E00152,S05_LostRealm_Polish,5,P021,LostRealm,False,mid,2024-10-05,Polish,EuroVox,30,0,587,1566,3524,13905,36,EUR,196.0,7761.6,8573.0,1.12,9562.29,10561.94
S1E00149,S05_LostRealm_Spanish,5,P021,LostRealm,False,mid,2024-10-05,Spanish,EuroVox,30,0,587,1566,3524,13905,37,EUR,333.2,13561.24,18129.18,1.12,16707.45,22335.15
S1E00156,S06_LostRealm_Chinese,6,P021,LostRealm,False,mid,2024-10-11,Chinese,PacificAudio,32,1183,1035,1775,2662,8139,66,EUR,302.4,21954.24,22091.13,1.12,27047.62,27216.27
S1E00157,S06_LostRealm_English,6,P021,LostRealm,False,mid,2024-10-11,English,EuroVox,40,1183,1035,1775,2662,8139,46,EUR,431.2,21818.72,23569.34,1.12,26880.66,29037.43
S1E00154,S06_LostRealm_French,6,P021,LostRealm,False,mid,2024-10-11,French,EuroVox,40,1183,1035,1775,2662,8139,48,EUR,411.6,21732.48,19626.21,1.12,26774.42,24179.49
S1E00153,S06_LostRealm_German,6,P021,LostRealm,False,mid,2024-10-11,German,EuroVox,40,1183,1035,1775,2662,8139,46,EUR,392.0,19835.2,17720.95,1.12,24436.97,21832.21
S1E00158,S06_LostRealm_Polish,6,P021,LostRealm,False,mid,2024-10-11,Polish,EuroVox,36,1183,1035,1775,2662,8139,42,EUR,196.0,9055.2,9788.32,1.12,11156.01,12059.21
S1E00155,S06_LostRealm_Spanish,6,P021,LostRealm,False,mid,2024-10-11,Spanish,EuroVox,39,1183,1035,1775,2662,8139,45,EUR,333.2,16493.4,15698.94,1.12,20319.87,19341.09
S1E00163,S01_GoldenChainII_BrazilianPortuguese,1,P022,GoldenChain II,True,mid,2024-04-06,Brazilian Portuguese,SoundHouse,30,5265,4607,7898,11847,36205,131,EUR,252.2,36342.02,39378.57,1.12,44773.37,48514.4
S1E00162,S01_GoldenChainII_English,1,P022,GoldenChain II,True,mid,2024-04-06,English,MediaBooth,35,5265,4607,7898,11847,36205,136,EUR,448.8,67140.48,67260.73,1.12,82717.07,82865.22
S1E00160,S01_GoldenChainII_French,1,P022,GoldenChain II,True,mid,2024-04-06,French,MediaBooth,38,5265,4607,7898,11847,36205,141,EUR,428.4,66444.84,76416.84,1.12,81860.04,94145.55
S1E00159,S01_GoldenChainII_German,1,P022,GoldenChain II,True,mid,2024-04-06,German,MediaBooth,36,5265,4607,7898,11847,36205,139,EUR,408.0,62383.2,65423.6,1.12,76856.1,80601.88
S1E00161,S01_GoldenChainII_Spanish,1,P022,GoldenChain II,True,mid,2024-04-06,Spanish,MediaBooth,32,5265,4607,7898,11847,36205,134,EUR,346.8,51118.32,73403.46,1.12,62977.77,90433.06
S1E00168,S02_GoldenChainII_BrazilianPortuguese,2,P022,GoldenChain II,True,mid,2024-04-24,Brazilian Portuguese,SoundHouse,19,0,0,2410,7232,38574,65,EUR,252.2,18032.3,26673.11,1.12,22215.79,32861.27
S1E00167,S02_GoldenChainII_English,2,P022,GoldenChain II,True,mid,2024-04-24,English,MediaBooth,20,0,0,2410,7232,38574,67,EUR,448.8,33076.56,34111.54,1.12,40750.32,42025.42
S1E00165,S02_GoldenChainII_French,2,P022,GoldenChain II,True,mid,2024-04-24,French,MediaBooth,23,0,0,2410,7232,38574,68,EUR,428.4,32044.32,33997.36,1.12,39478.6,41884.75
S1E00164,S02_GoldenChainII_German,2,P022,GoldenChain II,True,mid,2024-04-24,German,MediaBooth,21,0,0,2410,7232,38574,67,EUR,408.0,30069.6,33642.68,1.12,37045.75,41447.78
S1E00166,S02_GoldenChainII_Spanish,2,P022,GoldenChain II,True,mid,2024-04-24,Spanish,MediaBooth,20,0,0,2410,7232,38574,67,EUR,346.8,25559.16,36695.77,1.12,31488.89,45209.19
S1E00173,S03_GoldenChainII_BrazilianPortuguese,3,P022,GoldenChain II,True,mid,2024-08-28,Brazilian Portuguese,SoundHouse,26,0,1001,2671,6010,23710,52,EUR,252.2,14425.84,13972.62,1.12,17772.63,17214.27
S1E00172,S03_GoldenChainII_English,3,P022,GoldenChain II,True,mid,2024-08-28,English,MediaBooth,27,0,1001,2671,6010,23710,64,EUR,448.8,31595.52,37204.22,1.12,38925.68,45835.6
S1E00170,S03_GoldenChainII_French,3,P022,GoldenChain II,True,mid,2024-08-28,French,MediaBooth,30,0,1001,2671,6010,23710,69,EUR,428.4,32515.56,36712.98,1.12,40059.17,45230.39
S1E00169,S03_GoldenChainII_German,3,P022,GoldenChain II,True,mid,2024-08-28,German,MediaBooth,28,0,1001,2671,6010,23710,62,EUR,408.0,27825.6,30190.3,1.12,34281.14,37194.45
S1E00171,S03_GoldenChainII_Spanish,3,P022,GoldenChain II,True,mid,2024-08-28,Spanish,MediaBooth,27,0,1001,2671,6010,23710,63,EUR,346.8,24033.24,22091.27,1.12,29608.95,27216.44
S1E00178,S04_GoldenChainII_BrazilianPortuguese,4,P022,GoldenChain II,True,mid,2024-10-05,Brazilian Portuguese,SoundHouse,29,0,0,1527,4583,24448,45,EUR,252.2,12483.9,16338.48,1.12,15380.16,20129.01
S1E00177,S04_GoldenChainII_English,4,P022,GoldenChain II,True,mid,2024-10-05,English,MediaBooth,30,0,0,1527,4583,24448,64,EUR,448.8,31595.52,34146.26,1.12,38925.68,42068.19
S1E00175,S04_GoldenChainII_French,4,P022,GoldenChain II,True,mid,2024-10-05,French,MediaBooth,33,0,0,1527,4583,24448,70,EUR,428.4,32986.8,33319.7,1.12,40639.74,41049.87
S1E00174,S04_GoldenChainII_German,4,P022,GoldenChain II,True,mid,2024-10-05,German,MediaBooth,31,0,0,1527,4583,24448,64,EUR,408.0,28723.2,31086.75,1.12,35386.98,38298.88
S1E00176,S04_GoldenChainII_Spanish,4,P022,GoldenChain II,True,mid,2024-10-05,Spanish,MediaBooth,30,0,0,1527,4583,24448,62,EUR,346.8,23651.76,27769.75,1.12,29138.97,34212.33
S1E00183,S05_GoldenChainII_BrazilianPortuguese,5,P022,GoldenChain II,True,mid,2024-12-19,Brazilian Portuguese,SoundHouse,30,0,0,597,1792,9561,31,EUR,252.2,8600.02,9347.99,1.12,10595.22,11516.72
S1E00182,S05_GoldenChainII_English,5,P022,GoldenChain II,True,mid,2024-12-19,English,MediaBooth,33,0,0,597,1792,9561,66,EUR,448.8,32582.88,37215.04,1.12,40142.11,45848.93
S1E00180,S05_GoldenChainII_French,5,P022,GoldenChain II,True,mid,2024-12-19,French,MediaBooth,36,0,0,597,1792,9561,72,EUR,428.4,33929.28,40704.9,1.12,41800.87,50148.44
S1E00179,S05_GoldenChainII_German,5,P022,GoldenChain II,True,mid,2024-12-19,German,MediaBooth,34,0,0,597,1792,9561,68,EUR,408.0,30518.4,29563.67,1.12,37598.67,36422.44
S1E00181,S05_GoldenChainII_Spanish,5,P022,GoldenChain II,True,mid,2024-12-19,Spanish,MediaBooth,32,0,0,597,1792,9561,64,EUR,346.8,24414.72,26098.81,1.12,30078.94,32153.73
S1E00188,S06_GoldenChainII_BrazilianPortuguese,6,P022,GoldenChain II,True,mid,2024-12-29,Brazilian Portuguese,SoundHouse,30,0,0,484,1453,7750,30,EUR,252.2,8322.6,8470.77,1.12,10253.44,10435.99
S1E00187,S06_GoldenChainII_English,6,P022,GoldenChain II,True,mid,2024-12-29,English,MediaBooth,37,0,0,484,1453,7750,74,EUR,448.8,36532.32,38647.1,1.12,45007.82,47613.23
S1E00185,S06_GoldenChainII_French,6,P022,GoldenChain II,True,mid,2024-12-29,French,MediaBooth,41,0,0,484,1453,7750,82,EUR,428.4,38641.68,48755.82,1.12,47606.55,60067.17
S1E00184,S06_GoldenChainII_German,6,P022,GoldenChain II,True,mid,2024-12-29,German,MediaBooth,37,0,0,484,1453,7750,74,EUR,408.0,33211.2,27165.41,1.12,40916.2,33467.79
S1E00186,S06_GoldenChainII_Spanish,6,P022,GoldenChain II,True,mid,2024-12-29,Spanish,MediaBooth,32,0,0,484,1453,7750,64,EUR,346.8,24414.72,27820.16,1.12,30078.94,34274.44
S1E00194,S01_DarkPath_BrazilianPortuguese,1,P023,DarkPath,False,mid,2022-04-10,Brazilian Portuguese,LatinaVox,25,0,1302,3473,7814,30825,68,EUR,260.0,19448.0,19553.95,1.05,22462.44,22584.81
S1E00193,S01_DarkPath_English,1,P023,DarkPath,False,mid,2022-04-10,English,GridMark,25,0,1302,3473,7814,30825,66,EUR,440.0,31944.0,27790.73,1.05,36895.32,32098.29
S1E00190,S01_DarkPath_French,1,P023,DarkPath,False,mid,2022-04-10,French,GridMark,25,0,1302,3473,7814,30825,67,EUR,420.0,30954.0,24714.22,1.05,35751.87,28544.92
S1E00189,S01_DarkPath_German,1,P023,DarkPath,False,mid,2022-04-10,German,GridMark,25,0,1302,3473,7814,30825,68,EUR,400.0,29920.0,27502.02,1.05,34557.6,31764.83
S1E00192,S01_DarkPath_Polish,1,P023,DarkPath,False,mid,2022-04-10,Polish,GridMark,25,0,1302,3473,7814,30825,66,EUR,200.0,14520.0,13893.76,1.05,16770.6,16047.29
S1E00191,S01_DarkPath_Spanish,1,P023,DarkPath,False,mid,2022-04-10,Spanish,GridMark,25,0,1302,3473,7814,30825,67,EUR,340.0,25058.0,20731.95,1.05,28941.99,23945.4
S1E00200,S02_DarkPath_BrazilianPortuguese,2,P023,DarkPath,False,mid,2022-06-19,Brazilian Portuguese,LatinaVox,29,0,1152,3074,6917,27285,63,EUR,260.0,18018.0,18147.75,1.05,20810.79,20960.65
S1E00199,S02_DarkPath_English,2,P023,DarkPath,False,mid,2022-06-19,English,GridMark,29,0,1152,3074,6917,27285,62,EUR,440.0,30008.0,24524.23,1.05,34659.24,28325.49
S1E00196,S02_DarkPath_French,2,P023,DarkPath,False,mid,2022-06-19,French,GridMark,29,0,1152,3074,6917,27285,62,EUR,420.0,28644.0,25608.36,1.05,33083.82,29577.66
S1E00195,S02_DarkPath_German,2,P023,DarkPath,False,mid,2022-06-19,German,GridMark,29,0,1152,3074,6917,27285,58,EUR,400.0,25520.0,23557.02,1.05,29475.6,27208.36
S1E00198,S02_DarkPath_Polish,2,P023,DarkPath,False,mid,2022-06-19,Polish,GridMark,29,0,1152,3074,6917,27285,61,EUR,200.0,13420.0,10583.83,1.05,15500.1,12224.32
S1E00197,S02_DarkPath_Spanish,2,P023,DarkPath,False,mid,2022-06-19,Spanish,GridMark,29,0,1152,3074,6917,27285,63,EUR,340.0,23562.0,23786.28,1.05,27214.11,27473.15
S1E00206,S03_DarkPath_BrazilianPortuguese,3,P023,DarkPath,False,mid,2022-08-18,Brazilian Portuguese,LatinaVox,38,10238,1861,2233,1861,2423,86,EUR,260.0,24596.0,22585.54,1.05,28408.38,26086.3
S1E00205,S03_DarkPath_English,3,P023,DarkPath,False,mid,2022-08-18,English,GridMark,38,10238,1861,2233,1861,2423,88,EUR,440.0,42592.0,28885.56,1.05,49193.76,33362.82
S1E00202,S03_DarkPath_French,3,P023,DarkPath,False,mid,2022-08-18,French,GridMark,38,10238,1861,2233,1861,2423,88,EUR,420.0,40656.0,32022.64,1.05,46957.68,36986.15
S1E00201,S03_DarkPath_German,3,P023,DarkPath,False,mid,2022-08-18,German,GridMark,38,10238,1861,2233,1861,2423,85,EUR,400.0,37400.0,35956.15,1.05,43197.0,41529.35
S1E00204,S03_DarkPath_Polish,3,P023,DarkPath,False,mid,2022-08-18,Polish,GridMark,36,10238,1861,2233,1861,2423,84,EUR,200.0,18480.0,15369.26,1.05,21344.4,17751.5
S1E00203,S03_DarkPath_Spanish,3,P023,DarkPath,False,mid,2022-08-18,Spanish,GridMark,38,10238,1861,2233,1861,2423,89,EUR,340.0,33286.0,35781.56,1.05,38445.33,41327.7
S1E00212,S04_DarkPath_BrazilianPortuguese,4,P023,DarkPath,False,mid,2022-08-25,Brazilian Portuguese,LatinaVox,21,1184,1036,1776,2664,8144,32,EUR,260.0,9152.0,8384.54,1.05,10570.56,9684.14
S1E00211,S04_DarkPath_English,4,P023,DarkPath,False,mid,2022-08-25,English,GridMark,21,1184,1036,1776,2664,8144,34,EUR,440.0,16456.0,14344.38,1.05,19006.68,16567.76
S1E00208,S04_DarkPath_French,4,P023,DarkPath,False,mid,2022-08-25,French,GridMark,21,1184,1036,1776,2664,8144,34,EUR,420.0,15708.0,15786.76,1.05,18142.74,18233.71
S1E00207,S04_DarkPath_German,4,P023,DarkPath,False,mid,2022-08-25,German,GridMark,21,1184,1036,1776,2664,8144,34,EUR,400.0,14960.0,10660.17,1.05,17278.8,12312.5
S1E00210,S04_DarkPath_Polish,4,P023,DarkPath,False,mid,2022-08-25,Polish,GridMark,21,1184,1036,1776,2664,8144,35,EUR,200.0,7700.0,8532.68,1.05,8893.5,9855.25
S1E00209,S04_DarkPath_Spanish,4,P023,DarkPath,False,mid,2022-08-25,Spanish,GridMark,21,1184,1036,1776,2664,8144,36,EUR,340.0,13464.0,10795.63,1.05,15550.92,12468.95
S1E00217,S01_VoidVeil_BrazilianPortuguese,1,P024,VoidVeil,False,mid,2023-07-15,Brazilian Portuguese,LatinaVox,38,3723,3258,5585,8378,25602,96,EUR,260.0,27456.0,26698.9,1.09,32919.74,32011.98
S1E00219,S01_VoidVeil_Chinese,1,P024,VoidVeil,False,mid,2023-07-15,Chinese,TokyoVox,32,3723,3258,5585,8378,25602,94,EUR,280.0,28952.0,32126.11,1.09,34713.45,38519.21
S1E00218,S01_VoidVeil_English,1,P024,VoidVeil,False,mid,2023-07-15,English,LarkFarm,46,3723,3258,5585,8378,25602,104,EUR,418.0,47819.2,33891.9,1.09,57335.22,40636.39
S1E00214,S01_VoidVeil_French,1,P024,VoidVeil,False,mid,2023-07-15,French,LarkFarm,47,3723,3258,5585,8378,25602,101,EUR,399.0,44328.9,28490.04,1.09,53150.35,34159.56
S1E00213,S01_VoidVeil_German,1,P024,VoidVeil,False,mid,2023-07-15,German,LarkFarm,47,3723,3258,5585,8378,25602,100,EUR,380.0,41800.0,37793.75,1.09,50118.2,45314.71
S1E00216,S01_VoidVeil_LATAM,1,P024,VoidVeil,False,mid,2023-07-15,LATAM,LatinaVox,38,3723,3258,5585,8378,25602,97,EUR,240.0,25608.0,21918.64,1.09,30703.99,26280.45
S1E00215,S01_VoidVeil_Spanish,1,P024,VoidVeil,False,mid,2023-07-15,Spanish,LarkFarm,39,3723,3258,5585,8378,25602,100,EUR,323.0,35530.0,30716.77,1.09,42600.47,36829.41
S1E00224,S02_VoidVeil_BrazilianPortuguese,2,P024,VoidVeil,False,mid,2023-09-27,Brazilian Portuguese,LatinaVox,33,23294,4235,5082,4235,5507,167,EUR,260.0,47762.0,33346.32,1.09,57266.64,39982.24
S1E00226,S02_VoidVeil_Chinese,2,P024,VoidVeil,False,mid,2023-09-27,Chinese,TokyoVox,32,23294,4235,5082,4235,5507,168,EUR,280.0,51744.0,59153.91,1.09,62041.06,70925.54
S1E00225,S02_VoidVeil_English,2,P024,VoidVeil,False,mid,2023-09-27,English,LarkFarm,33,23294,4235,5082,4235,5507,166,EUR,418.0,76326.8,53492.37,1.09,91515.83,64137.35
S1E00221,S02_VoidVeil_French,2,P024,VoidVeil,False,mid,2023-09-27,French,LarkFarm,33,23294,4235,5082,4235,5507,169,EUR,399.0,74174.1,46629.73,1.09,88934.75,55909.05
S1E00220,S02_VoidVeil_German,2,P024,VoidVeil,False,mid,2023-09-27,German,LarkFarm,33,23294,4235,5082,4235,5507,167,EUR,380.0,69806.0,63726.27,1.09,83697.39,76407.8
S1E00223,S02_VoidVeil_LATAM,2,P024,VoidVeil,False,mid,2023-09-27,LATAM,LatinaVox,33,23294,4235,5082,4235,5507,168,EUR,240.0,44352.0,29439.39,1.09,53178.05,35297.83
S1E00222,S02_VoidVeil_Spanish,2,P024,VoidVeil,False,mid,2023-09-27,Spanish,LarkFarm,33,23294,4235,5082,4235,5507,169,EUR,323.0,60045.7,42074.84,1.09,71994.79,50447.73
S1E00231,S03_VoidVeil_BrazilianPortuguese,3,P024,VoidVeil,False,mid,2023-12-28,Brazilian Portuguese,LatinaVox,31,0,1253,3342,7520,29666,64,EUR,260.0,18304.0,13533.89,1.09,21946.5,16227.13
S1E00233,S03_VoidVeil_Chinese,3,P024,VoidVeil,False,mid,2023-12-28,Chinese,TokyoVox,31,0,1253,3342,7520,29666,68,EUR,280.0,20944.0,16682.72,1.09,25111.86,20002.58
S1E00232,S03_VoidVeil_English,3,P024,VoidVeil,False,mid,2023-12-28,English,LarkFarm,31,0,1253,3342,7520,29666,65,EUR,418.0,29887.0,24122.56,1.09,35834.51,28922.95
S1E00228,S03_VoidVeil_French,3,P024,VoidVeil,False,mid,2023-12-28,French,LarkFarm,31,0,1253,3342,7520,29666,67,EUR,399.0,29406.3,21491.41,1.09,35258.15,25768.2
S1E00227,S03_VoidVeil_German,3,P024,VoidVeil,False,mid,2023-12-28,German,LarkFarm,31,0,1253,3342,7520,29666,64,EUR,380.0,26752.0,16671.02,1.09,32075.65,19988.55
S1E00230,S03_VoidVeil_LATAM,3,P024,VoidVeil,False,mid,2023-12-28,LATAM,LatinaVox,31,0,1253,3342,7520,29666,66,EUR,240.0,17424.0,12296.0,1.09,20891.38,14742.9
S1E00229,S03_VoidVeil_Spanish,3,P024,VoidVeil,False,mid,2023-12-28,Spanish,LarkFarm,31,0,1253,3342,7520,29666,63,EUR,323.0,22383.9,17087.77,1.09,26838.3,20488.24
S1E00238,S04_VoidVeil_BrazilianPortuguese,4,P024,VoidVeil,False,mid,2024-03-08,Brazilian Portuguese,LatinaVox,27,0,793,2116,4761,18783,43,EUR,260.0,12298.0,9209.8,1.12,15151.14,11346.47
S1E00240,S04_VoidVeil_Chinese,4,P024,VoidVeil,False,mid,2024-03-08,Chinese,TokyoVox,27,0,793,2116,4761,18783,43,EUR,280.0,13244.0,11437.18,1.12,16316.61,14090.61
S1E00239,S04_VoidVeil_English,4,P024,VoidVeil,False,mid,2024-03-08,English,LarkFarm,27,0,793,2116,4761,18783,43,EUR,418.0,19771.4,12074.66,1.12,24358.36,14875.98
S1E00235,S04_VoidVeil_French,4,P024,VoidVeil,False,mid,2024-03-08,French,LarkFarm,27,0,793,2116,4761,18783,45,EUR,399.0,19750.5,15549.61,1.12,24332.62,19157.12
S1E00234,S04_VoidVeil_German,4,P024,VoidVeil,False,mid,2024-03-08,German,LarkFarm,27,0,793,2116,4761,18783,44,EUR,380.0,18392.0,16012.63,1.12,22658.94,19727.56
S1E00237,S04_VoidVeil_LATAM,4,P024,VoidVeil,False,mid,2024-03-08,LATAM,LatinaVox,27,0,793,2116,4761,18783,44,EUR,240.0,11616.0,9334.34,1.12,14310.91,11499.91
S1E00236,S04_VoidVeil_Spanish,4,P024,VoidVeil,False,mid,2024-03-08,Spanish,LarkFarm,27,0,793,2116,4761,18783,44,EUR,323.0,15633.2,12560.02,1.12,19260.1,15473.94
S1E00245,S05_VoidVeil_BrazilianPortuguese,5,P024,VoidVeil,False,mid,2024-06-11,Brazilian Portuguese,LatinaVox,30,0,733,1956,4401,17362,45,EUR,260.0,12870.0,8656.81,1.12,15855.84,10665.19
S1E00247,S05_VoidVeil_Chinese,5,P024,VoidVeil,False,mid,2024-06-11,Chinese,TokyoVox,30,0,733,1956,4401,17362,41,EUR,280.0,12628.0,11299.9,1.12,15557.7,13921.48
S1E00246,S05_VoidVeil_English,5,P024,VoidVeil,False,mid,2024-06-11,English,LarkFarm,30,0,733,1956,4401,17362,42,EUR,418.0,19311.6,16594.6,1.12,23791.89,20444.55
S1E00242,S05_VoidVeil_French,5,P024,VoidVeil,False,mid,2024-06-11,French,LarkFarm,30,0,733,1956,4401,17362,42,EUR,399.0,18433.8,14771.85,1.12,22710.44,18198.92
S1E00241,S05_VoidVeil_German,5,P024,VoidVeil,False,mid,2024-06-11,German,LarkFarm,30,0,733,1956,4401,17362,44,EUR,380.0,18392.0,13228.0,1.12,22658.94,16296.9
S1E00244,S05_VoidVeil_LATAM,5,P024,VoidVeil,False,mid,2024-06-11,LATAM,LatinaVox,30,0,733,1956,4401,17362,41,EUR,240.0,10824.0,7196.11,1.12,13335.17,8865.61
S1E00243,S05_VoidVeil_Spanish,5,P024,VoidVeil,False,mid,2024-06-11,Spanish,LarkFarm,30,0,733,1956,4401,17362,42,EUR,323.0,14922.6,13390.7,1.12,18384.64,16497.34
S1E00252,S06_VoidVeil_BrazilianPortuguese,6,P024,VoidVeil,False,mid,2024-12-11,Brazilian Portuguese,LatinaVox,34,0,0,727,2183,11645,35,EUR,260.0,10010.0,8879.94,1.12,12332.32,10940.09
S1E00254,S06_VoidVeil_Chinese,6,P024,VoidVeil,False,mid,2024-12-11,Chinese,TokyoVox,32,0,0,727,2183,11645,34,EUR,280.0,10472.0,10095.86,1.12,12901.5,12438.1
S1E00253,S06_VoidVeil_English,6,P024,VoidVeil,False,mid,2024-12-11,English,LarkFarm,34,0,0,727,2183,11645,35,EUR,418.0,16093.0,13124.53,1.12,19826.58,16169.42
S1E00249,S06_VoidVeil_French,6,P024,VoidVeil,False,mid,2024-12-11,French,LarkFarm,34,0,0,727,2183,11645,34,EUR,399.0,14922.6,11025.31,1.12,18384.64,13583.18
S1E00248,S06_VoidVeil_German,6,P024,VoidVeil,False,mid,2024-12-11,German,LarkFarm,34,0,0,727,2183,11645,35,EUR,380.0,14630.0,9191.74,1.12,18024.16,11324.22
S1E00251,S06_VoidVeil_LATAM,6,P024,VoidVeil,False,mid,2024-12-11,LATAM,LatinaVox,34,0,0,727,2183,11645,35,EUR,240.0,9240.0,6934.98,1.12,11383.68,8543.9
S1E00250,S06_VoidVeil_Spanish,6,P024,VoidVeil,False,mid,2024-12-11,Spanish,LarkFarm,34,0,0,727,2183,11645,34,EUR,323.0,12080.2,10277.27,1.12,14882.81,12661.6
S1E00258,S01_IronCode_BrazilianPortuguese,1,P025,IronCode,False,mid,2024-02-16,Brazilian Portuguese,LatinaVox,30,0,1059,2826,6359,25086,59,EUR,260.0,16874.0,29492.93,1.12,20788.77,36335.29
S1E00259,S01_IronCode_Chinese,1,P025,IronCode,False,mid,2024-02-16,Chinese,TokyoVox,30,0,1059,2826,6359,25086,58,EUR,280.0,17864.0,25734.72,1.12,22008.45,31705.18
S1E00262,S01_IronCode_English,1,P025,IronCode,False,mid,2024-02-16,English,GridMark,30,0,1059,2826,6359,25086,59,EUR,440.0,28556.0,39099.39,1.12,35180.99,48170.45
S1E00256,S01_IronCode_French,1,P025,IronCode,False,mid,2024-02-16,French,GridMark,30,0,1059,2826,6359,25086,56,EUR,420.0,25872.0,36943.61,1.12,31874.3,45514.53
S1E00255,S01_IronCode_German,1,P025,IronCode,False,mid,2024-02-16,German,GridMark,30,0,1059,2826,6359,25086,59,EUR,400.0,25960.0,35299.99,1.12,31982.72,43489.59
S1E00260,S01_IronCode_LATAM,1,P025,IronCode,False,mid,2024-02-16,LATAM,LatinaVox,30,0,1059,2826,6359,25086,58,EUR,240.0,15312.0,24582.94,1.12,18864.38,30286.18
S1E00261,S01_IronCode_Polish,1,P025,IronCode,False,mid,2024-02-16,Polish,GridMark,30,0,1059,2826,6359,25086,55,EUR,200.0,12100.0,16660.25,1.12,14907.2,20525.43
S1E00257,S01_IronCode_Spanish,1,P025,IronCode,False,mid,2024-02-16,Spanish,GridMark,30,0,1059,2826,6359,25086,57,EUR,340.0,21318.0,28622.92,1.12,26263.78,35263.44
S1E00266,S02_IronCode_BrazilianPortuguese,2,P025,IronCode,False,mid,2024-06-19,Brazilian Portuguese,LatinaVox,38,12998,2363,2836,2363,3074,107,EUR,260.0,30602.0,34788.26,1.12,37701.66,42859.14
