EntryID,SessionID,Session_Order,ProjectID,Project,Archetype,Production_Date,Language,Vendor,Filecount,Wordcount,Number_of_Actors,Number_of_Characters,Time_Restriction,Scope_Spread,Cost_Forecast,Cost_Actuals,Currency,Exchange_Rate,Billing_Forecast,Billing_Actuals
E0279,S03_ChromeChain_Polish_STR,3,P031,ChromeChain,mid,2022-10-11,Polish,SonicBridge,1746,14018,39,87,STR,Low,15491.39,18165.4,EUR,1.05,17892.56,20981.04
E0280,S03_ChromeChain_Spanish_STR,3,P031,ChromeChain,mid,2022-10-11,Spanish,SonicBridge,1746,14018,39,87,STR,Low,26335.35,33146.85,EUR,1.05,30417.33,38284.61
E0281,S04_ChromeChain_Chinese_LipSync,4,P031,ChromeChain,mid,2022-10-20,Chinese,AsiaSound,1164,6146,15,34,LipSync,Very Low,21439.02,19674.15,EUR,1.05,24762.07,22723.64
E0282,S04_ChromeChain_English_LipSync,4,P031,ChromeChain,mid,2022-10-20,English,LarkFarm,1164,6146,15,34,LipSync,Very Low,34788.47,31271.26,EUR,1.05,40180.68,36118.31
E0283,S04_ChromeChain_French_LipSync,4,P031,ChromeChain,mid,2022-10-20,French,SonicBridge,1164,6146,15,34,LipSync,Very Low,36702.67,32983.28,EUR,1.05,42391.58,38095.69
E0284,S04_ChromeChain_German_LipSync,4,P031,ChromeChain,mid,2022-10-20,German,LarkFarm,1164,6146,15,34,LipSync,Very Low,31625.88,30006.15,EUR,1.05,36527.89,34657.1
E0285,S04_ChromeChain_Polish_LipSync,4,P031,ChromeChain,mid,2022-10-20,Polish,SonicBridge,1164,6146,15,34,LipSync,Very Low,17477.46,17342.11,EUR,1.05,20186.47,20030.14
E0286,S04_ChromeChain_Spanish_LipSync,4,P031,ChromeChain,mid,2022-10-20,Spanish,SonicBridge,1164,6146,15,34,LipSync,Very Low,29711.68,27799.57,EUR,1.05,34316.99,32108.5
E0287,S05_ChromeChain_Chinese_NoTR,5,P031,ChromeChain,mid,2023-02-25,Chinese,AsiaSound,2604,21783,53,116,NoTR,Normal,15260.48,17053.94,EUR,1.09,18297.32,20447.67
E0288,S05_ChromeChain_English_NoTR,5,P031,ChromeChain,mid,2023-02-25,English,LarkFarm,2604,21783,53,116,NoTR,Normal,24762.74,27763.0,EUR,1.09,29690.53,33287.84
E0289,S05_ChromeChain_French_NoTR,5,P031,ChromeChain,mid,2023-02-25,French,SonicBridge,2604,21783,53,116,NoTR,Normal,26125.28,31478.64,EUR,1.09,31324.21,37742.89
E0290,S05_ChromeChain_German_NoTR,5,P031,ChromeChain,mid,2023-02-25,German,LarkFarm,2604,21783,53,116,NoTR,Normal,22511.58,28806.13,EUR,1.09,26991.38,34538.55
E0291,S05_ChromeChain_Polish_NoTR,5,P031,ChromeChain,mid,2023-02-25,Polish,SonicBridge,2604,21783,53,116,NoTR,Normal,12440.61,15902.74,EUR,1.09,14916.29,19067.39
E0292,S05_ChromeChain_Spanish_NoTR,5,P031,ChromeChain,mid,2023-02-25,Spanish,SonicBridge,2604,21783,53,116,NoTR,Normal,21149.04,25556.01,EUR,1.09,25357.7,30641.66
E0293,S01_BrokenCrest_English_NoTR,1,P032,BrokenCrest,mid,2023-10-04,English,LarkFarm,2694,18648,28,48,NoTR,Normal,25618.59,26261.79,EUR,1.09,30716.69,31487.89
E0294,S01_BrokenCrest_French_NoTR,1,P032,BrokenCrest,mid,2023-10-04,French,LarkFarm,2694,18648,28,48,NoTR,Normal,24454.11,26030.34,EUR,1.09,29320.48,31210.38
E0295,S01_BrokenCrest_German_NoTR,1,P032,BrokenCrest,mid,2023-10-04,German,LarkFarm,2694,18648,28,48,NoTR,Normal,23289.63,23772.38,EUR,1.09,27924.27,28503.08
E0296,S01_BrokenCrest_LATAM_NoTR,1,P032,BrokenCrest,mid,2023-10-04,LATAM,SoundHouse,2694,18648,28,48,NoTR,Normal,14267.96,15866.68,EUR,1.09,17107.28,19024.15
E0297,S01_BrokenCrest_Spanish_NoTR,1,P032,BrokenCrest,mid,2023-10-04,Spanish,LarkFarm,2694,18648,28,48,NoTR,Normal,19796.19,23129.52,EUR,1.09,23735.63,27732.29
E0298,S02_BrokenCrest_English_HTR,2,P032,BrokenCrest,mid,2024-01-04,English,LarkFarm,652,3897,19,33,HTR,Very High,13286.13,14369.68,EUR,1.12,16368.51,17703.45
E0299,S02_BrokenCrest_French_HTR,2,P032,BrokenCrest,mid,2024-01-04,French,LarkFarm,652,3897,19,33,HTR,Very High,12682.22,14633.27,EUR,1.12,15624.5,18028.19
E0300,S02_BrokenCrest_German_HTR,2,P032,BrokenCrest,mid,2024-01-04,German,LarkFarm,652,3897,19,33,HTR,Very High,12078.3,12881.43,EUR,1.12,14880.47,15869.92
E0301,S02_BrokenCrest_LATAM_HTR,2,P032,BrokenCrest,mid,2024-01-04,LATAM,SoundHouse,652,3897,19,33,HTR,Very High,7399.55,8774.19,EUR,1.12,9116.25,10809.8
E0302,S02_BrokenCrest_Spanish_HTR,2,P032,BrokenCrest,mid,2024-01-04,Spanish,LarkFarm,652,3897,19,33,HTR,Very High,10266.55,11592.72,EUR,1.12,12648.39,14282.23
E0303,S03_BrokenCrest_English_STR,3,P032,BrokenCrest,mid,2024-01-05,English,LarkFarm,838,6431,21,36,STR,Low,14799.5,17259.51,EUR,1.12,18232.98,21263.72
E0304,S03_BrokenCrest_French_STR,3,P032,BrokenCrest,mid,2024-01-05,French,LarkFarm,838,6431,21,36,STR,Low,14126.79,16865.0,EUR,1.12,17404.21,20777.68
E0305,S03_BrokenCrest_German_STR,3,P032,BrokenCrest,mid,2024-01-05,German,LarkFarm,838,6431,21,36,STR,Low,13454.09,18315.91,EUR,1.12,16575.44,22565.2
E0306,S03_BrokenCrest_LATAM_STR,3,P032,BrokenCrest,mid,2024-01-05,LATAM,SoundHouse,838,6431,21,36,STR,Low,8242.4,10489.46,EUR,1.12,10154.64,12923.01
E0307,S03_BrokenCrest_Spanish_STR,3,P032,BrokenCrest,mid,2024-01-05,Spanish,LarkFarm,838,6431,21,36,STR,Low,11435.98,14221.7,EUR,1.12,14089.13,17521.13
E0308,S04_BrokenCrest_English_LipSync,4,P032,BrokenCrest,mid,2024-02-16,English,LarkFarm,559,2615,8,14,LipSync,Low,16706.83,15083.21,EUR,1.12,20582.81,18582.51
E0309,S04_BrokenCrest_French_LipSync,4,P032,BrokenCrest,mid,2024-02-16,French,LarkFarm,559,2615,8,14,LipSync,Low,15947.43,13943.82,EUR,1.12,19647.23,17178.79
E0310,S04_BrokenCrest_German_LipSync,4,P032,BrokenCrest,mid,2024-02-16,German,LarkFarm,559,2615,8,14,LipSync,Low,15188.03,13189.74,EUR,1.12,18711.65,16249.76
E0311,S04_BrokenCrest_LATAM_LipSync,4,P032,BrokenCrest,mid,2024-02-16,LATAM,SoundHouse,559,2615,8,14,LipSync,Low,9304.67,8088.16,EUR,1.12,11463.35,9964.61
E0312,S04_BrokenCrest_Spanish_LipSync,4,P032,BrokenCrest,mid,2024-02-16,Spanish,LarkFarm,559,2615,8,14,LipSync,Low,12909.83,10528.36,EUR,1.12,15904.91,12970.94
E0313,S05_BrokenCrest_English_NoTR,5,P032,BrokenCrest,mid,2024-03-09,English,LarkFarm,3830,38976,28,48,NoTR,High,36421.38,59104.36,EUR,1.12,44871.14,72816.57
E0314,S05_BrokenCrest_French_NoTR,5,P032,BrokenCrest,mid,2024-03-09,French,LarkFarm,3830,38976,28,48,NoTR,High,34765.87,66047.35,EUR,1.12,42831.55,81370.34
E0315,S05_BrokenCrest_German_NoTR,5,P032,BrokenCrest,mid,2024-03-09,German,LarkFarm,3830,38976,28,48,NoTR,High,33110.35,57172.26,EUR,1.12,40791.95,70436.22
E0316,S05_BrokenCrest_LATAM_NoTR,5,P032,BrokenCrest,mid,2024-03-09,LATAM,SoundHouse,3830,38976,28,48,NoTR,High,20284.45,34782.74,EUR,1.12,24990.44,42852.34
E0317,S05_BrokenCrest_Spanish_NoTR,5,P032,BrokenCrest,mid,2024-03-09,Spanish,LarkFarm,3830,38976,28,48,NoTR,High,28143.8,42326.8,EUR,1.12,34673.16,52146.62
E0318,S01_MidnightDust_BrazilianPortuguese_NoTR,1,P033,MidnightDust,mid,2025-11-05,Brazilian Portuguese,LatinaVox,4227,47700,51,93,NoTR,Low,25002.71,39419.28,EUR,1.21,33278.61,52467.06
E0319,S01_MidnightDust_English_NoTR,1,P033,MidnightDust,mid,2025-11-05,English,LarkFarm,4227,47700,51,93,NoTR,Low,40196.66,62201.84,EUR,1.21,53501.75,82790.65
E0320,S01_MidnightDust_French_NoTR,1,P033,MidnightDust,mid,2025-11-05,French,SonicBridge,4227,47700,51,93,NoTR,Low,42408.43,65202.7,EUR,1.21,56445.62,86784.79
E0321,S01_MidnightDust_German_NoTR,1,P033,MidnightDust,mid,2025-11-05,German,SonicBridge,4227,47700,51,93,NoTR,Low,40388.99,62254.11,EUR,1.21,53757.75,82860.22
E0322,S01_MidnightDust_LATAM_NoTR,1,P033,MidnightDust,mid,2025-11-05,LATAM,LatinaVox,4227,47700,51,93,NoTR,Low,23079.42,38409.47,EUR,1.21,30718.71,51123.0
E0323,S01_MidnightDust_Polish_NoTR,1,P033,MidnightDust,mid,2025-11-05,Polish,SonicBridge,4227,47700,51,93,NoTR,Low,20194.49,28017.51,EUR,1.21,26878.87,37291.31
E0324,S01_MidnightDust_Spanish_NoTR,1,P033,MidnightDust,mid,2025-11-05,Spanish,LarkFarm,4227,47700,51,93,NoTR,Low,31061.05,48683.23,EUR,1.21,41342.26,64797.38
E0325,S02_MidnightDust_BrazilianPortuguese_LipSync,2,P033,MidnightDust,mid,2026-02-02,Brazilian Portuguese,LatinaVox,696,3322,15,27,LipSync,Normal,12938.64,12263.0,EUR,1.18,16794.35,15917.37
E0326,S02_MidnightDust_English_LipSync,2,P033,MidnightDust,mid,2026-02-02,English,LarkFarm,696,3322,15,27,LipSync,Normal,20801.35,17054.5,EUR,1.18,27000.15,22136.74
E0327,S02_MidnightDust_French_LipSync,2,P033,MidnightDust,mid,2026-02-02,French,SonicBridge,696,3322,15,27,LipSync,Normal,21945.92,21577.05,EUR,1.18,28485.8,28007.01
E0328,S02_MidnightDust_German_LipSync,2,P033,MidnightDust,mid,2026-02-02,German,SonicBridge,696,3322,15,27,LipSync,Normal,20900.88,22129.24,EUR,1.18,27129.34,28723.75
E0329,S02_MidnightDust_LATAM_LipSync,2,P033,MidnightDust,mid,2026-02-02,LATAM,LatinaVox,696,3322,15,27,LipSync,Normal,11943.36,12600.13,EUR,1.18,15502.48,16354.97
E0330,S02_MidnightDust_Polish_LipSync,2,P033,MidnightDust,mid,2026-02-02,Polish,SonicBridge,696,3322,15,27,LipSync,Normal,10450.44,8862.12,EUR,1.18,13564.67,11503.03
E0331,S02_MidnightDust_Spanish_LipSync,2,P033,MidnightDust,mid,2026-02-02,Spanish,LarkFarm,696,3322,15,27,LipSync,Normal,16073.77,13985.92,EUR,1.18,20863.75,18153.72
E0332,S03_MidnightDust_BrazilianPortuguese_HTR,3,P033,MidnightDust,mid,2026-03-13,Brazilian Portuguese,LatinaVox,812,6021,35,65,HTR,High,10292.1,15447.71,EUR,1.18,13359.15,20051.13
E0333,S03_MidnightDust_English_HTR,3,P033,MidnightDust,mid,2026-03-13,English,LarkFarm,812,6021,35,65,HTR,High,16546.53,19799.99,EUR,1.18,21477.4,25700.39
E0334,S03_MidnightDust_French_HTR,3,P033,MidnightDust,mid,2026-03-13,French,SonicBridge,812,6021,35,65,HTR,High,17456.99,20692.02,EUR,1.18,22659.17,26858.24
E0335,S03_MidnightDust_German_HTR,3,P033,MidnightDust,mid,2026-03-13,German,SonicBridge,812,6021,35,65,HTR,High,16625.7,21768.73,EUR,1.18,21580.16,28255.81
E0336,S03_MidnightDust_LATAM_HTR,3,P033,MidnightDust,mid,2026-03-13,LATAM,LatinaVox,812,6021,35,65,HTR,High,9500.4,12310.38,EUR,1.18,12331.52,15978.87
E0337,S03_MidnightDust_Polish_HTR,3,P033,MidnightDust,mid,2026-03-13,Polish,SonicBridge,812,6021,35,65,HTR,High,8312.85,11197.59,EUR,1.18,10790.08,14534.47
E0338,S03_MidnightDust_Spanish_HTR,3,P033,MidnightDust,mid,2026-03-13,Spanish,LarkFarm,812,6021,35,65,HTR,High,12785.95,19369.82,EUR,1.18,16596.16,25142.03
E0339,S04_MidnightDust_BrazilianPortuguese_NoTR,4,P033,MidnightDust,mid,2026-05-06,Brazilian Portuguese,LatinaVox,3902,31246,51,93,NoTR,Normal,23080.33,,EUR,1.18,29958.27,
E0340,S04_MidnightDust_English_NoTR,4,P033,MidnightDust,mid,2026-05-06,English,LarkFarm,3902,31246,51,93,NoTR,Normal,37106.07,,EUR,1.18,48163.68,
E0341,S04_MidnightDust_French_NoTR,4,P033,MidnightDust,mid,2026-05-06,French,SonicBridge,3902,31246,51,93,NoTR,Normal,39147.79,,EUR,1.18,50813.83,
E0342,S04_MidnightDust_German_NoTR,4,P033,MidnightDust,mid,2026-05-06,German,SonicBridge,3902,31246,51,93,NoTR,Normal,37283.61,,EUR,1.18,48394.13,
E0343,S04_MidnightDust_LATAM_NoTR,4,P033,MidnightDust,mid,2026-05-06,LATAM,LatinaVox,3902,31246,51,93,NoTR,Normal,21304.92,,EUR,1.18,27653.79,
E0344,S04_MidnightDust_Polish_NoTR,4,P033,MidnightDust,mid,2026-05-06,Polish,SonicBridge,3902,31246,51,93,NoTR,Normal,18641.81,,EUR,1.18,24197.07,
E0345,S04_MidnightDust_Spanish_NoTR,4,P033,MidnightDust,mid,2026-05-06,Spanish,LarkFarm,3902,31246,51,93,NoTR,Normal,28672.87,,EUR,1.18,37217.39,
E0346,S01_HollowRise_Chinese_NoTR,1,P034,HollowRise,mid,2024-05-09,Chinese,TokyoVox,2248,18142,50,76,NoTR,High,14319.76,18376.0,EUR,1.12,17641.94,22639.23
E0347,S01_HollowRise_French_NoTR,1,P034,HollowRise,mid,2024-05-09,French,GridMark,2248,18142,50,76,NoTR,High,21479.64,28694.76,EUR,1.12,26462.92,35351.94
E0348,S01_HollowRise_German_NoTR,1,P034,HollowRise,mid,2024-05-09,German,SonicBridge,2248,18142,50,76,NoTR,High,21479.64,26334.54,EUR,1.12,26462.92,32444.15
E0349,S01_HollowRise_Polish_NoTR,1,P034,HollowRise,mid,2024-05-09,Polish,GridMark,2248,18142,50,76,NoTR,High,10228.4,12852.77,EUR,1.12,12601.39,15834.61
E0350,S01_HollowRise_Spanish_NoTR,1,P034,HollowRise,mid,2024-05-09,Spanish,GridMark,2248,18142,50,76,NoTR,High,17388.28,20290.81,EUR,1.12,21422.36,24998.28
E0351,S02_HollowRise_Chinese_LipSync,2,P034,HollowRise,mid,2024-08-08,Chinese,TokyoVox,560,2750,15,22,LipSync,Normal,11211.2,10793.67,EUR,1.12,13812.2,13297.8
E0352,S02_HollowRise_French_LipSync,2,P034,HollowRise,mid,2024-08-08,French,GridMark,560,2750,15,22,LipSync,Normal,16816.8,14409.22,EUR,1.12,20718.3,17752.16
E0353,S02_HollowRise_German_LipSync,2,P034,HollowRise,mid,2024-08-08,German,SonicBridge,560,2750,15,22,LipSync,Normal,16816.8,16689.32,EUR,1.12,20718.3,20561.24
E0354,S02_HollowRise_Polish_LipSync,2,P034,HollowRise,mid,2024-08-08,Polish,GridMark,560,2750,15,22,LipSync,Normal,8008.0,8315.46,EUR,1.12,9865.86,10244.65
E0355,S02_HollowRise_Spanish_LipSync,2,P034,HollowRise,mid,2024-08-08,Spanish,GridMark,560,2750,15,22,LipSync,Normal,13613.6,11288.69,EUR,1.12,16771.96,13907.67
E0356,S03_HollowRise_Chinese_HTR,3,P034,HollowRise,mid,2024-08-28,Chinese,TokyoVox,653,3331,35,53,HTR,Very High,8913.45,15023.36,EUR,1.12,10981.37,18508.78
E0357,S03_HollowRise_French_HTR,3,P034,HollowRise,mid,2024-08-28,French,GridMark,653,3331,35,53,HTR,Very High,13370.18,19287.66,EUR,1.12,16472.06,23762.4
E0358,S03_HollowRise_German_HTR,3,P034,HollowRise,mid,2024-08-28,German,SonicBridge,653,3331,35,53,HTR,Very High,13370.18,21634.82,EUR,1.12,16472.06,26654.1
E0359,S03_HollowRise_Polish_HTR,3,P034,HollowRise,mid,2024-08-28,Polish,GridMark,653,3331,35,53,HTR,Very High,6366.75,9149.29,EUR,1.12,7843.84,11271.93
E0360,S03_HollowRise_Spanish_HTR,3,P034,HollowRise,mid,2024-08-28,Spanish,GridMark,653,3331,35,53,HTR,Very High,10823.48,17000.56,EUR,1.12,13334.53,20944.69
E0361,S04_HollowRise_Chinese_NoTR,4,P034,HollowRise,mid,2024-10-21,Chinese,TokyoVox,4290,45615,50,76,NoTR,High,27327.3,42268.5,EUR,1.12,33667.23,52074.79
E0362,S04_HollowRise_French_NoTR,4,P034,HollowRise,mid,2024-10-21,French,GridMark,4290,45615,50,76,NoTR,High,40990.95,74026.78,EUR,1.12,50500.85,91200.99
E0363,S04_HollowRise_German_NoTR,4,P034,HollowRise,mid,2024-10-21,German,SonicBridge,4290,45615,50,76,NoTR,High,40990.95,67140.27,EUR,1.12,50500.85,82716.81
E0364,S04_HollowRise_Polish_NoTR,4,P034,HollowRise,mid,2024-10-21,Polish,GridMark,4290,45615,50,76,NoTR,High,19519.5,36388.56,EUR,1.12,24048.02,44830.71
E0365,S04_HollowRise_Spanish_NoTR,4,P034,HollowRise,mid,2024-10-21,Spanish,GridMark,4290,45615,50,76,NoTR,High,33183.15,58382.85,EUR,1.12,40881.64,71927.67
E0366,S01_SilverTide_BrazilianPortuguese_NoTR,1,P035,SilverTide,aaa,2023-10-24,Brazilian Portuguese,LatinaVox,2103,18988,99,234,NoTR,High,12439.25,35439.03,EUR,1.09,14914.66,42491.4
E0367,S01_SilverTide_English_NoTR,1,P035,SilverTide,aaa,2023-10-24,English,SonicBridge,2103,18988,99,234,NoTR,High,22103.58,50509.18,EUR,1.09,26502.19,60560.51
E0368,S01_SilverTide_French_NoTR,1,P035,SilverTide,aaa,2023-10-24,French,LarkFarm,2103,18988,99,234,NoTR,High,19089.46,44611.47,EUR,1.09,22888.26,53489.15
E0369,S01_SilverTide_German_NoTR,1,P035,SilverTide,aaa,2023-10-24,German,SonicBridge,2103,18988,99,234,NoTR,High,20094.17,58830.33,EUR,1.09,24092.91,70537.57
E0370,S01_SilverTide_Japanese_NoTR,1,P035,SilverTide,aaa,2023-10-24,Japanese,TokyoVox,2103,18988,99,234,NoTR,High,47843.25,125955.87,EUR,1.09,57364.06,151021.09
E0371,S01_SilverTide_LATAM_NoTR,1,P035,SilverTide,aaa,2023-10-24,LATAM,SoundHouse,2103,18988,99,234,NoTR,High,11137.91,30139.49,EUR,1.09,13354.35,36137.25
E0372,S01_SilverTide_Polish_NoTR,1,P035,SilverTide,aaa,2023-10-24,Polish,LarkFarm,2103,18988,99,234,NoTR,High,9090.22,27575.88,EUR,1.09,10899.17,33063.48
E0373,S01_SilverTide_Spanish_NoTR,1,P035,SilverTide,aaa,2023-10-24,Spanish,SonicBridge,2103,18988,99,234,NoTR,High,17080.04,41796.14,EUR,1.09,20478.97,50113.57
E0374,S02_SilverTide_BrazilianPortuguese_NoTR,2,P035,SilverTide,aaa,2024-01-29,Brazilian Portuguese,LatinaVox,2461,25700,99,234,NoTR,High,14556.82,28361.0,EUR,1.12,17934.0,34940.75
E0375,S02_SilverTide_English_NoTR,2,P035,SilverTide,aaa,2024-01-29,English,SonicBridge,2461,25700,99,234,NoTR,High,25866.34,61314.66,EUR,1.12,31867.33,75539.66
E0376,S02_SilverTide_French_NoTR,2,P035,SilverTide,aaa,2024-01-29,French,LarkFarm,2461,25700,99,234,NoTR,High,22339.11,44809.48,EUR,1.12,27521.78,55205.28
E0377,S02_SilverTide_German_NoTR,2,P035,SilverTide,aaa,2024-01-29,German,SonicBridge,2461,25700,99,234,NoTR,High,23514.85,48403.66,EUR,1.12,28970.3,59633.31
E0378,S02_SilverTide_Japanese_NoTR,2,P035,SilverTide,aaa,2024-01-29,Japanese,TokyoVox,2461,25700,99,234,NoTR,High,55987.75,128363.81,EUR,1.12,68976.91,158144.21
E0379,S02_SilverTide_LATAM_NoTR,2,P035,SilverTide,aaa,2024-01-29,LATAM,SoundHouse,2461,25700,99,234,NoTR,High,13033.95,26992.28,EUR,1.12,16057.83,33254.49
E0380,S02_SilverTide_Polish_NoTR,2,P035,SilverTide,aaa,2024-01-29,Polish,LarkFarm,2461,25700,99,234,NoTR,High,10637.67,24279.28,EUR,1.12,13105.61,29912.07
E0381,S02_SilverTide_Spanish_NoTR,2,P035,SilverTide,aaa,2024-01-29,Spanish,SonicBridge,2461,25700,99,234,NoTR,High,19987.63,45742.18,EUR,1.12,24624.76,56354.37
E0382,S03_SilverTide_BrazilianPortuguese_STR,3,P035,SilverTide,aaa,2024-06-21,Brazilian Portuguese,LatinaVox,2067,16268,74,175,STR,Very High,22706.0,34424.2,EUR,1.12,27973.79,42410.61
E0383,S03_SilverTide_English_STR,3,P035,SilverTide,aaa,2024-06-21,English,SonicBridge,2067,16268,74,175,STR,Very High,40346.81,52065.09,EUR,1.12,49707.27,64144.19
E0384,S03_SilverTide_French_STR,3,P035,SilverTide,aaa,2024-06-21,French,LarkFarm,2067,16268,74,175,STR,Very High,34844.97,45396.63,EUR,1.12,42929.0,55928.65
E0385,S03_SilverTide_German_STR,3,P035,SilverTide,aaa,2024-06-21,German,SonicBridge,2067,16268,74,175,STR,Very High,36678.92,53050.77,EUR,1.12,45188.43,65358.55
E0386,S03_SilverTide_Japanese_STR,3,P035,SilverTide,aaa,2024-06-21,Japanese,TokyoVox,2067,16268,74,175,STR,Very High,87330.75,122047.2,EUR,1.12,107591.48,150362.15
E0387,S03_SilverTide_LATAM_STR,3,P035,SilverTide,aaa,2024-06-21,LATAM,SoundHouse,2067,16268,74,175,STR,Very High,20330.6,29730.41,EUR,1.12,25047.3,36627.87
E0388,S03_SilverTide_Polish_STR,3,P035,SilverTide,aaa,2024-06-21,Polish,LarkFarm,2067,16268,74,175,STR,Very High,16592.84,21538.3,EUR,1.12,20442.38,26535.19
E0389,S03_SilverTide_Spanish_STR,3,P035,SilverTide,aaa,2024-06-21,Spanish,SonicBridge,2067,16268,74,175,STR,Very High,31177.08,42026.2,EUR,1.12,38410.16,51776.28
E0390,S04_SilverTide_BrazilianPortuguese_SoundSync,4,P035,SilverTide,aaa,2024-07-14,Brazilian Portuguese,LatinaVox,775,3851,54,128,SoundSync,Normal,12606.34,21358.56,EUR,1.12,15531.01,26313.75
E0391,S04_SilverTide_English_SoundSync,4,P035,SilverTide,aaa,2024-07-14,English,SonicBridge,775,3851,54,128,SoundSync,Normal,22400.5,31027.25,EUR,1.12,27597.42,38225.57
E0392,S04_SilverTide_French_SoundSync,4,P035,SilverTide,aaa,2024-07-14,French,LarkFarm,775,3851,54,128,SoundSync,Normal,19345.89,27770.99,EUR,1.12,23834.14,34213.86
E0393,S04_SilverTide_German_SoundSync,4,P035,SilverTide,aaa,2024-07-14,German,SonicBridge,775,3851,54,128,SoundSync,Normal,20364.09,27671.91,EUR,1.12,25088.56,34091.79
E0394,S04_SilverTide_Japanese_SoundSync,4,P035,SilverTide,aaa,2024-07-14,Japanese,TokyoVox,775,3851,54,128,SoundSync,Normal,48485.94,63785.0,EUR,1.12,59734.68,78583.12
E0395,S04_SilverTide_LATAM_SoundSync,4,P035,SilverTide,aaa,2024-07-14,LATAM,SoundHouse,775,3851,54,128,SoundSync,Normal,11287.53,15452.87,EUR,1.12,13906.24,19037.94
E0396,S04_SilverTide_Polish_SoundSync,4,P035,SilverTide,aaa,2024-07-14,Polish,LarkFarm,775,3851,54,128,SoundSync,Normal,9212.33,13375.68,EUR,1.12,11349.59,16478.84
E0397,S04_SilverTide_Spanish_SoundSync,4,P035,SilverTide,aaa,2024-07-14,Spanish,SonicBridge,775,3851,54,128,SoundSync,Normal,17309.48,23069.45,EUR,1.12,21325.28,28421.56
E0398,S05_SilverTide_BrazilianPortuguese_NoTR,5,P035,SilverTide,aaa,2024-08-18,Brazilian Portuguese,LatinaVox,4231,35206,99,234,NoTR,Very High,25026.37,32955.31,EUR,1.12,30832.49,40600.94
E0399,S05_SilverTide_English_NoTR,5,P035,SilverTide,aaa,2024-08-18,English,SonicBridge,4231,35206,99,234,NoTR,Very High,44469.93,65150.62,EUR,1.12,54786.95,80265.56
E0400,S05_SilverTide_French_NoTR,5,P035,SilverTide,aaa,2024-08-18,French,LarkFarm,4231,35206,99,234,NoTR,Very High,38405.84,52029.98,EUR,1.12,47315.99,64100.94
E0401,S05_SilverTide_German_NoTR,5,P035,SilverTide,aaa,2024-08-18,German,SonicBridge,4231,35206,99,234,NoTR,Very High,40427.21,55246.48,EUR,1.12,49806.32,68063.66
E0402,S05_SilverTide_Japanese_NoTR,5,P035,SilverTide,aaa,2024-08-18,Japanese,TokyoVox,4231,35206,99,234,NoTR,Very High,96255.25,127211.55,EUR,1.12,118586.47,156724.63
E0403,S05_SilverTide_LATAM_NoTR,5,P035,SilverTide,aaa,2024-08-18,LATAM,SoundHouse,4231,35206,99,234,NoTR,Very High,22408.22,25701.83,EUR,1.12,27606.93,31664.65
E0404,S05_SilverTide_Polish_NoTR,5,P035,SilverTide,aaa,2024-08-18,Polish,LarkFarm,4231,35206,99,234,NoTR,Very High,18288.5,24669.22,EUR,1.12,22531.43,30392.48
E0405,S05_SilverTide_Spanish_NoTR,5,P035,SilverTide,aaa,2024-08-18,Spanish,SonicBridge,4231,35206,99,234,NoTR,Very High,34363.12,49769.65,EUR,1.12,42335.36,61316.21
E0406,S06_SilverTide_BrazilianPortuguese_NoTR,6,P035,SilverTide,aaa,2024-11-17,Brazilian Portuguese,LatinaVox,2646,15154,99,234,NoTR,Very High,15651.09,42807.83,EUR,1.12,19282.14,52739.25
E0407,S06_SilverTide_English_NoTR,6,P035,SilverTide,aaa,2024-11-17,English,SonicBridge,2646,15154,99,234,NoTR,Very High,27810.78,62266.17,EUR,1.12,34262.88,76711.92
E0408,S06_SilverTide_French_NoTR,6,P035,SilverTide,aaa,2024-11-17,French,LarkFarm,2646,15154,99,234,NoTR,Very High,24018.4,58573.81,EUR,1.12,29590.67,72162.93
E0409,S06_SilverTide_German_NoTR,6,P035,SilverTide,aaa,2024-11-17,German,SonicBridge,2646,15154,99,234,NoTR,Very High,25282.53,60300.08,EUR,1.12,31148.08,74289.7
E0410,S06_SilverTide_Japanese_NoTR,6,P035,SilverTide,aaa,2024-11-17,Japanese,TokyoVox,2646,15154,99,234,NoTR,Very High,60196.5,131944.86,EUR,1.12,74162.09,162556.07
E0411,S06_SilverTide_LATAM_NoTR,6,P035,SilverTide,aaa,2024-11-17,LATAM,SoundHouse,2646,15154,99,234,NoTR,Very High,14013.75,29656.32,EUR,1.12,17264.94,36536.59
E0412,S06_SilverTide_Polish_NoTR,6,P035,SilverTide,aaa,2024-11-17,Polish,LarkFarm,2646,15154,99,234,NoTR,Very High,11437.33,26744.23,EUR,1.12,14090.79,32948.89
E0413,S06_SilverTide_Spanish_NoTR,6,P035,SilverTide,aaa,2024-11-17,Spanish,SonicBridge,2646,15154,99,234,NoTR,Very High,21490.15,45039.58,EUR,1.12,26475.86,55488.76
E0414,S07_SilverTide_BrazilianPortuguese_HTR,7,P035,SilverTide,aaa,2024-11-19,Brazilian Portuguese,LatinaVox,1550,7522,69,163,HTR,Low,19646.25,21388.93,EUR,1.12,24204.18,26351.16
E0415,S07_SilverTide_English_HTR,7,P035,SilverTide,aaa,2024-11-19,English,SonicBridge,1550,7522,69,163,HTR,Low,34909.88,36984.54,EUR,1.12,43008.97,45564.95
